hotel_Id,Hotel_name,Province,Price,Check_in_date,Check_out_date,Score,Stars,Address,Reviews,Overall,Link
2195,Ben's Premier Hotel & Apartment - Hanoi Center,Hà Nội,4207500,10/6/2025,10/7/2025,8.7,3,"Hai Ba Trung, Hanoi",100,Excellent,https://www.booking.com/hotel/vn/bens-premier-amp-apartment-hanoi-center.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=65&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484045&all_sr_blocks=1382839201_410355431_2_0_0_1091935&highlighted_blocks=1382839201_410355431_2_0_0_1091935&matching_block_id=1382839201_410355431_2_0_0_1091935&sr_pri_blocks=1382839201_410355431_2_0_0_1091935_58905000&from=searchresults
2196,Hanoi Emerald Waters Hotel & Spa,Hà Nội,1653843,10/13/2025,10/14/2025,9.5,4,"Hoan Kiem, Hanoi (Old Quarter)",353,Exceptional,https://www.booking.com/hotel/vn/hanoi-emerald-waters-amp-spa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=67&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484045&all_sr_blocks=174264714_0_2_1_0&highlighted_blocks=174264714_0_2_1_0&matching_block_id=174264714_0_2_1_0&sr_pri_blocks=174264714_0_2_1_0__165384338&from=searchresults
2197,Golden Amour Hotel,Hà Nội,4800000,10/6/2025,10/7/2025,9.4,4,"Hoan Kiem, Hanoi (Old Quarter)",1016,Wonderful,https://www.booking.com/hotel/vn/golden-legend-diamond.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=68&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484045&all_sr_blocks=129518602_391092497_2_1_0_528273&highlighted_blocks=129518602_391092497_2_1_0_528273&matching_block_id=129518602_391092497_2_1_0_528273&sr_pri_blocks=129518602_391092497_2_1_0_528273_168000000&from=searchresults
2198,Hanoi Le Chateau Hotel & Spa,Hà Nội,2114227,10/6/2025,10/7/2025,9.6,5,"Hoan Kiem, Hanoi (Old Quarter)",858,Exceptional,https://www.booking.com/hotel/vn/hanoi-le-chateau.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=69&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484045&all_sr_blocks=1215875602_0_2_1_0&highlighted_blocks=1215875602_0_2_1_0&matching_block_id=1215875602_0_2_1_0&sr_pri_blocks=1215875602_0_2_1_0__211422691&from=searchresults
2199,Drift Backpackers Hostel,Hà Nội,700000,10/6/2025,10/7/2025,8.2,0,"Hoan Kiem, Hanoi (Old Quarter)",1466,Very good,https://www.booking.com/hotel/vn/drift-backpackers-hostel.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=70&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484045&all_sr_blocks=921089216_363767916_2_1_0_94658&highlighted_blocks=921089216_363767916_2_1_0_94658&matching_block_id=921089216_363767916_2_1_0_94658&sr_pri_blocks=921089216_363767916_2_1_0_94658_37100000&from=searchresults
2200,Hanoi Sena Hotel & Travel,Hà Nội,5950000,12/1/2025,12/2/2025,8.5,3,"Hoan Kiem, Hanoi (Old Quarter)",1301,Very good,https://www.booking.com/hotel/vn/7s-symphony-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-02&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=71&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484045&all_sr_blocks=535268105_391566124_0_2_0_820871&highlighted_blocks=535268105_391566124_0_2_0_820871&matching_block_id=535268105_391566124_0_2_0_820871&sr_pri_blocks=535268105_391566124_0_2_0_820871_95200000&from=searchresults
2201,Royal Holiday Hanoi Hotel,Hà Nội,2640000,10/13/2025,10/14/2025,9.2,3,"Hoan Kiem, Hanoi (Old Quarter)",909,Wonderful,https://www.booking.com/hotel/vn/hanoi-old-centre.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=72&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484045&all_sr_blocks=25672909_127732542_0_2_0_266499&highlighted_blocks=25672909_127732542_0_2_0_266499&matching_block_id=25672909_127732542_0_2_0_266499&sr_pri_blocks=25672909_127732542_0_2_0_266499_134640000&from=searchresults
2202,Splendid Secret Hotel,Hà Nội,2193421,10/6/2025,10/7/2025,9.6,4,"Hoan Kiem, Hanoi (Old Quarter)",273,Exceptional,https://www.booking.com/hotel/vn/silk-queen-grand-hoan-kiem.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=73&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484045&all_sr_blocks=1382353701_0_2_1_0&highlighted_blocks=1382353701_0_2_1_0&matching_block_id=1382353701_0_2_1_0&sr_pri_blocks=1382353701_0_2_1_0__219342133&from=searchresults
2203,Silk Path Boutique Hanoi,Hà Nội,3334500,10/27/2025,10/28/2025,9.3,4,"Hoan Kiem, Hanoi",673,Wonderful,https://www.booking.com/hotel/vn/silk-path-boutique-hanoi-hanoi2.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=74&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484045&all_sr_blocks=146264049_204646531_2_2_0&highlighted_blocks=146264049_204646531_2_2_0&matching_block_id=146264049_204646531_2_2_0&sr_pri_blocks=146264049_204646531_2_2_0__203404500&from=searchresults
2204,Flora Centre Hotel & Spa,Hà Nội,1399101,10/6/2025,10/7/2025,9,4,"Hoan Kiem, Hanoi (Old Quarter)",2781,Wonderful,https://www.booking.com/hotel/vn/flora-centre-amp-spa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=75&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484045&all_sr_blocks=922911602_0_2_1_0&highlighted_blocks=922911602_0_2_1_0&matching_block_id=922911602_0_2_1_0&sr_pri_blocks=922911602_0_2_1_0__139910134&from=searchresults
2205,Classy Holiday Hotel & Spa,Hà Nội,1244672,10/6/2025,10/7/2025,8.5,4,"Hoan Kiem, Hanoi (Old Quarter)",2005,Very good,https://www.booking.com/hotel/vn/church-boutique-hotel-49-lan-ong.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=76&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=43971501_0_2_1_0&highlighted_blocks=43971501_0_2_1_0&matching_block_id=43971501_0_2_1_0&sr_pri_blocks=43971501_0_2_1_0__124467223&from=searchresults
2206,Serene Boutique Hotel & Spa,Hà Nội,4500000,10/6/2025,10/7/2025,8.9,4,"Hoan Kiem, Hanoi (Old Quarter)",2685,Excellent,https://www.booking.com/hotel/vn/hanoi-legacy-18-bat-su.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=77&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=43760205_272723058_0_1_0&highlighted_blocks=43760205_272723058_0_1_0&matching_block_id=43760205_272723058_0_1_0&sr_pri_blocks=43760205_272723058_0_1_0__144000000&from=searchresults
2207,Hanoi Lion Boutique Hotel & Spa,Hà Nội,1764980,10/6/2025,10/7/2025,9.5,4,"Hoan Kiem, Hanoi (Old Quarter)",599,Exceptional,https://www.booking.com/hotel/vn/hanoi-lion-boutique.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=78&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=903115709_0_2_1_0&highlighted_blocks=903115709_0_2_1_0&matching_block_id=903115709_0_2_1_0&sr_pri_blocks=903115709_0_2_1_0__176497954&from=searchresults
2208,Hanoi Indochine Premium Hotel,Hà Nội,4368000,10/6/2025,10/7/2025,9.6,4,"Hoan Kiem, Hanoi (Old Quarter)",19,Exceptional,https://www.booking.com/hotel/vn/hanoi-hibiscus.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=79&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=33413615_421391338_2_1_0&highlighted_blocks=33413615_421391338_2_1_0&matching_block_id=33413615_421391338_2_1_0&sr_pri_blocks=33413615_421391338_2_1_0__157248000&from=searchresults
2209,Anatole Hotel Hanoi,Hà Nội,5277045,12/1/2025,12/2/2025,9.5,5,"Hoan Kiem, Hanoi (Old Quarter)",959,Exceptional,https://www.booking.com/hotel/vn/anatole-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-02&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=80&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=566333718_405458239_2_41_0_748356&highlighted_blocks=566333718_405458239_2_41_0_748356&matching_block_id=566333718_405458239_2_41_0_748356&sr_pri_blocks=566333718_405458239_2_41_0_748356_300791600&from=searchresults
2210,La Nueva Boutique Hotel Hanoi & Spa,Hà Nội,2227475,11/17/2025,11/18/2025,9.2,4,"Hoan Kiem, Hanoi (Old Quarter)",1792,Wonderful,https://www.booking.com/hotel/vn/hanoi-elegance-5.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-17&checkout=2025-11-18&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=81&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=0_0_2_1_0&highlighted_blocks=0_0_2_1_0&matching_block_id=0_0_2_1_0&sr_pri_blocks=0_0_2_1_0__222747493&from=searchresults
2211,Concon house,Hà Nội,1002337,10/6/2025,10/7/2025,9.1,4,"Hoan Kiem, Hanoi (Old Quarter)",495,Wonderful,https://www.booking.com/hotel/vn/concon-house.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=82&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=939463101_0_2_0_0&highlighted_blocks=939463101_0_2_0_0&matching_block_id=939463101_0_2_0_0&sr_pri_blocks=939463101_0_2_0_0__100233732&from=searchresults
2212,Rex Hanoi Hotel,Hà Nội,1853149,10/20/2025,10/21/2025,8.8,4,"Hoan Kiem, Hanoi (Old Quarter)",1885,Excellent,https://www.booking.com/hotel/vn/rex-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=83&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=399089624_0_2_1_0&highlighted_blocks=399089624_0_2_1_0&matching_block_id=399089624_0_2_1_0&sr_pri_blocks=399089624_0_2_1_0__185314932&from=searchresults
2213,The Embassy Hotel Hanoi,Hà Nội,2883727,10/13/2025,10/14/2025,9.2,4,"Hoan Kiem, Hanoi (Old Quarter)",404,Wonderful,https://www.booking.com/hotel/vn/the-embassy-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=84&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=1327426201_405337745_2_1_0&highlighted_blocks=1327426201_405337745_2_1_0&matching_block_id=1327426201_405337745_2_1_0&sr_pri_blocks=1327426201_405337745_2_1_0__129767700&from=searchresults
2214,The West Hotel & Spa,Hà Nội,1345249,10/6/2025,10/7/2025,9.1,3,"Hoan Kiem, Hanoi (Old Quarter)",1699,Wonderful,https://www.booking.com/hotel/vn/the-west-amp-spa-ha-noi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=85&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=846353101_0_2_1_0&highlighted_blocks=846353101_0_2_1_0&matching_block_id=846353101_0_2_1_0&sr_pri_blocks=846353101_0_2_1_0__134524914&from=searchresults
2215,The Silk Grand Premium Hotel & Spa -Old Quarter Hanoi,Hà Nội,805935,10/6/2025,10/7/2025,8.9,4,"Hoan Kiem, Hanoi (Old Quarter)",1509,Excellent,https://www.booking.com/hotel/vn/hanoi-silk-grand-premium.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=86&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=1189969305_0_2_1_0&highlighted_blocks=1189969305_0_2_1_0&matching_block_id=1189969305_0_2_1_0&sr_pri_blocks=1189969305_0_2_1_0__80593517&from=searchresults
2216,Luxury Old Quarter Hotel & Gym,Hà Nội,4885779,12/1/2025,12/2/2025,9.1,4,"Hoan Kiem, Hanoi (Old Quarter)",1048,Wonderful,https://www.booking.com/hotel/vn/luxury-old-quarter.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-02&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=211520801_279003263_2_2_0&highlighted_blocks=211520801_279003263_2_2_0&matching_block_id=211520801_279003263_2_2_0&sr_pri_blocks=211520801_279003263_2_2_0__151459100&from=searchresults
2217,Hanoi Central Hotel & Residences,Hà Nội,4150000,10/13/2025,10/14/2025,9.5,4,"Hoan Kiem, Hanoi (Old Quarter)",1159,Exceptional,https://www.booking.com/hotel/vn/hanoi-central-amp-residences-hoan-kiem.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=434974111_411285889_2_1_0_738622&highlighted_blocks=434974111_411285889_2_1_0_738622&matching_block_id=434974111_411285889_2_1_0_738622&sr_pri_blocks=434974111_411285889_2_1_0_738622_228250000&from=searchresults
2218,Media Central Hotel & Spa,Hà Nội,1385902,10/20/2025,10/21/2025,9.2,4,"Hoan Kiem, Hanoi (Old Quarter)",964,Wonderful,https://www.booking.com/hotel/vn/media-central-amp-spa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=925953301_0_2_1_0&highlighted_blocks=925953301_0_2_1_0&matching_block_id=925953301_0_2_1_0&sr_pri_blocks=925953301_0_2_1_0__138590227&from=searchresults
2219,The Ambery Hanoi Boutique Hotel & Travel,Hà Nội,3300000,10/6/2025,10/7/2025,9.4,3,"Hoan Kiem, Hanoi (Old Quarter)",507,Wonderful,https://www.booking.com/hotel/vn/ngoc-diep-asia.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=43792806_205673694_0_2_0&highlighted_blocks=43792806_205673694_0_2_0&matching_block_id=43792806_205673694_0_2_0&sr_pri_blocks=43792806_205673694_0_2_0__99000000&from=searchresults
2220,La Passion Premium Cau Go,Hà Nội,10500000,10/20/2025,10/21/2025,9.4,4,"Hoan Kiem, Hanoi (Old Quarter)",773,Wonderful,https://www.booking.com/hotel/vn/la-passion-premium-cau-go-hoan-kiem.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=91&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=1009809204_373680298_0_1_0&highlighted_blocks=1009809204_373680298_0_1_0&matching_block_id=1009809204_373680298_0_1_0&sr_pri_blocks=1009809204_373680298_0_1_0__262500000&from=searchresults
2221,La Passion Hanoi Hotel & Apartment,Hà Nội,4200000,11/24/2025,11/25/2025,9.1,3,"Hoan Kiem, Hanoi (Old Quarter)",956,Wonderful,https://www.booking.com/hotel/vn/magaly-amp-apartment.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-24&checkout=2025-11-25&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=92&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=897702811_360430282_0_1_0&highlighted_blocks=897702811_360430282_0_1_0&matching_block_id=897702811_360430282_0_1_0&sr_pri_blocks=897702811_360430282_0_1_0__117600000&from=searchresults
2222,La Sinfonía Majesty Hotel and Spa,Hà Nội,4215909,10/13/2025,10/14/2025,9.4,4,"Hoan Kiem, Hanoi (Old Quarter)",1006,Wonderful,https://www.booking.com/hotel/vn/hanoi-la-siesta-central-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=93&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484048&all_sr_blocks=256043401_121942568_2_41_0_52876&highlighted_blocks=256043401_121942568_2_41_0_52876&matching_block_id=256043401_121942568_2_41_0_52876&sr_pri_blocks=256043401_121942568_2_41_0_52876_236090900&from=searchresults
