Stay,Price (2 adults/night),Check_in,Check_out,Score,Stars,Address,Reviews,Overall,Link
LION 16 Hotel,490000,"Mon, Oct 6","Tue, Oct 7",9.3,0,Can Tho,56,Wonderful,https://www.booking.com/hotel/vn/lion-16.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=1378067001_409928190_2_0_0&highlighted_blocks=1378067001_409928190_2_0_0&matching_block_id=1378067001_409928190_2_0_0&sr_pri_blocks=1378067001_409928190_2_0_0__49000000&from=searchresults
KP Hotel,645698,"Mon, Oct 6","Tue, Oct 7",8.2,0,Can Tho,1041,Very Good,https://www.booking.com/hotel/vn/kq.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=364887101_0_2_1_0&highlighted_blocks=364887101_0_2_1_0&matching_block_id=364887101_0_2_1_0&sr_pri_blocks=364887101_0_2_1_0__64569847&from=searchresults
VẠN LỘC HOTEL,247879,"Mon, Oct 6","Tue, Oct 7",8.7,3,Can Tho,823,Excellent,https://www.booking.com/hotel/vn/van-loc.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=312248007_0_2_0_0&highlighted_blocks=312248007_0_2_0_0&matching_block_id=312248007_0_2_0_0&sr_pri_blocks=312248007_0_2_0_0__24787852&from=searchresults
Con Khuong Resort Can Tho,1006033,"Mon, Oct 13","Tue, Oct 14",8.7,4,Can Tho,507,Excellent,https://www.booking.com/hotel/vn/khu-nghi-duong-con-khuong-can-tho-con-khuong-resort.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=517359103_0_2_1_0&highlighted_blocks=517359103_0_2_1_0&matching_block_id=517359103_0_2_1_0&sr_pri_blocks=517359103_0_2_1_0__100603306&from=searchresults
Boutique Lodge Can Tho Homestay,990000,"Mon, Oct 6","Tue, Oct 7",9.7,0,Can Tho,979,Exceptional,https://www.booking.com/hotel/vn/boutique-lodge-can-tho-homstay.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=303390601_408243890_2_41_0&highlighted_blocks=303390601_408243890_2_41_0&matching_block_id=303390601_408243890_2_41_0&sr_pri_blocks=303390601_408243890_2_41_0__99000000&from=searchresults
TTC Hotel Can Tho,1042990,"Mon, Oct 6","Tue, Oct 7",8.5,5,Can Tho,784,Very Good,https://www.booking.com/hotel/vn/golf-can-tho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=55062823_0_2_1_0&highlighted_blocks=55062823_0_2_1_0&matching_block_id=55062823_0_2_1_0&sr_pri_blocks=55062823_0_2_1_0__104299045&from=searchresults
Adora Hostel,394265,"Mon, Oct 6","Tue, Oct 7",9.8,3,Can Tho,37,Exceptional,https://www.booking.com/hotel/vn/cai-rang-floating-market-tour-can-tho-centre-tour-from-adora.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=1107413602_403293230_0_0_0&highlighted_blocks=1107413602_403293230_0_0_0&matching_block_id=1107413602_403293230_0_0_0&sr_pri_blocks=1107413602_403293230_0_0_0__24444400&from=searchresults
Ninh Kieu Riverside Hotel,1690000,"Mon, Oct 6","Tue, Oct 7",7.1,4,Can Tho,68,Good,https://www.booking.com/hotel/vn/ninh-kieu.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=189406420_195245069_2_1_0&highlighted_blocks=189406420_195245069_2_1_0&matching_block_id=189406420_195245069_2_1_0&sr_pri_blocks=189406420_195245069_2_1_0__109850000&from=searchresults
Hoang Son Hotel - Can Tho,1170000,"Mon, Oct 6","Tue, Oct 7",8.1,3,Can Tho,275,Very Good,https://www.booking.com/hotel/vn/khach-san-hoang-son-ninh-kieu.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=520514418_389527355_2_0_0&highlighted_blocks=520514418_389527355_2_0_0&matching_block_id=520514418_389527355_2_0_0&sr_pri_blocks=520514418_389527355_2_0_0__71370000&from=searchresults
Mekong Rose Hotel,246031,"Mon, Oct 6","Tue, Oct 7",8.4,2,Can Tho,488,Very Good,https://www.booking.com/hotel/vn/mekong-rose-ninh-kieu1.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=634205808_0_2_0_0&highlighted_blocks=634205808_0_2_0_0&matching_block_id=634205808_0_2_0_0&sr_pri_blocks=634205808_0_2_0_0__24603065&from=searchresults
khách sạn tina 5,625000,"Mon, Oct 6","Tue, Oct 7",9.1,0,Can Tho,537,Wonderful,https://www.booking.com/hotel/vn/khach-san-tina-5.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=1091020701_381987649_2_0_0&highlighted_blocks=1091020701_381987649_2_0_0&matching_block_id=1091020701_381987649_2_0_0&sr_pri_blocks=1091020701_381987649_2_0_0__25000000&from=searchresults
Hong Dao 2 Hotel,205641,"Mon, Oct 6","Tue, Oct 7",9.0,0,Can Tho,312,Wonderful,https://www.booking.com/hotel/vn/hong-dao-2.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=700025601_0_2_0_0&highlighted_blocks=700025601_0_2_0_0&matching_block_id=700025601_0_2_0_0&sr_pri_blocks=700025601_0_2_0_0__20564150&from=searchresults
Cato Homestay,790000,"Mon, Oct 6","Tue, Oct 7",8.6,0,Can Tho,139,Excellent,https://www.booking.com/hotel/vn/nha-homestay-can-tho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=554536401_368005556_2_0_0&highlighted_blocks=554536401_368005556_2_0_0&matching_block_id=554536401_368005556_2_0_0&sr_pri_blocks=554536401_368005556_2_0_0__72680000&from=searchresults
Kiến An Hotel Cần Thơ,172116,"Mon, Oct 6","Tue, Oct 7",7.4,2,Can Tho,147,Good,https://www.booking.com/hotel/vn/kien-an-can-tho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=604028101_0_2_0_0&highlighted_blocks=604028101_0_2_0_0&matching_block_id=604028101_0_2_0_0&sr_pri_blocks=604028101_0_2_0_0__17211586&from=searchresults
Victoria Can Tho Resort,2088357,"Mon, Oct 6","Tue, Oct 7",9.4,4,Can Tho,445,Wonderful,https://www.booking.com/hotel/vn/victoria-can-tho-resort.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480675&all_sr_blocks=17377234_0_2_1_0&highlighted_blocks=17377234_0_2_1_0&matching_block_id=17377234_0_2_1_0&sr_pri_blocks=17377234_0_2_1_0__208835674&from=searchresults
Anh Dao Mekong Hotel,370000,"Mon, Oct 6","Tue, Oct 7",8.2,2,Can Tho,235,Very Good,https://www.booking.com/hotel/vn/anh-dao-mekong.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480594&all_sr_blocks=81705212_203034941_2_0_0&highlighted_blocks=81705212_203034941_2_0_0&matching_block_id=81705212_203034941_2_0_0&sr_pri_blocks=81705212_203034941_2_0_0__37000000&from=searchresults
Legacy Mekong,5099856,"Mon, Oct 6","Tue, Oct 7",9.1,5,Can Tho,285,Wonderful,https://www.booking.com/hotel/vn/azerai-can-tho-vietnam.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480594&all_sr_blocks=299820504_0_2_1_0&highlighted_blocks=299820504_0_2_1_0&matching_block_id=299820504_0_2_1_0&sr_pri_blocks=299820504_0_2_1_0__509985638&from=searchresults
Ann Village,405211,"Mon, Oct 6","Tue, Oct 7",7.9,0,Can Tho,56,Good,https://www.booking.com/hotel/vn/ann-village.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480594&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__40521143&from=searchresults
Trung Hau Hotel,265335,"Mon, Nov 3","Tue, Nov 4",8.5,2,Can Tho,9,Very Good,https://www.booking.com/hotel/vn/trung-hau-can-tho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-03&checkout=2025-11-04&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480594&all_sr_blocks=1404484403_412256759_0_0_0&highlighted_blocks=1404484403_412256759_0_0_0&matching_block_id=1404484403_412256759_0_0_0&sr_pri_blocks=1404484403_412256759_0_0_0__23880200&from=searchresults
Song Ngư Riverside Homestay,1050000,"Mon, Oct 6","Tue, Oct 7",8.9,0,Can Tho,528,Excellent,https://www.booking.com/hotel/vn/song-ngu-homestay.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480594&all_sr_blocks=528322901_356591781_0_41_0&highlighted_blocks=528322901_356591781_0_41_0&matching_block_id=528322901_356591781_0_41_0&sr_pri_blocks=528322901_356591781_0_41_0__105000000&from=searchresults
