Stay,Price (2 adults/night),Check_in,Check_out,Score,Stars,Address,Reviews,Overall,Link
Hanoi Emerald Waters Hotel Valley,4815250,"Mon, Oct 20","Tue, Oct 21",9.5,4,"Hoan Kiem, Hanoi (Old Quarter)",3554,Exceptional,https://www.booking.com/hotel/vn/hanoi-emerald-waters-valley.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=693069001_418228637_2_2_0_636643&highlighted_blocks=693069001_418228637_2_2_0_636643&matching_block_id=693069001_418228637_2_2_0_636643&sr_pri_blocks=693069001_418228637_2_2_0_636643_173349000&from=searchresults
Luxeden Hotel Hanoi,742844,"Mon, Oct 6","Tue, Oct 7",9.3,4,"Cau Giay, Hanoi",278,Wonderful,https://www.booking.com/hotel/vn/luxeden.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=32979225_0_2_0_0&highlighted_blocks=32979225_0_2_0_0&matching_block_id=32979225_0_2_0_0&sr_pri_blocks=32979225_0_2_0_0__74284362&from=searchresults
Hanoi Central Pod,582000,"Mon, Oct 6","Tue, Oct 7",8.9,0,"Hoan Kiem, Hanoi (Old Quarter)",91,Excellent,https://www.booking.com/hotel/vn/fortune-homestay.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=977657001_382331620_0_1_0%2C977657001_382331620_0_1_0&highlighted_blocks=977657001_382331620_0_1_0%2C977657001_382331620_0_1_0&matching_block_id=977657001_382331620_0_1_0&sr_pri_blocks=977657001_382331620_0_1_0__23280000%2C977657001_382331620_0_1_0__23280000&from=searchresults
Scent Premium Hotel,11750000,"Mon, Oct 6","Tue, Oct 7",9.6,4,"Hoan Kiem, Hanoi (Old Quarter)",5529,Exceptional,https://www.booking.com/hotel/vn/gondola-hotel.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=36739141_395055048_2_1_0_1117857&highlighted_blocks=36739141_395055048_2_1_0_1117857&matching_block_id=36739141_395055048_2_1_0_1117857&sr_pri_blocks=36739141_395055048_2_1_0_1117857_246750000&from=searchresults
Salute Premium Hotel & Spa,1767355,"Mon, Oct 6","Tue, Oct 7",9.6,4,"Hoan Kiem, Hanoi (Old Quarter)",2129,Exceptional,https://www.booking.com/hotel/vn/salute-amp-spa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=1009841005_0_2_1_0&highlighted_blocks=1009841005_0_2_1_0&matching_block_id=1009841005_0_2_1_0&sr_pri_blocks=1009841005_0_2_1_0__176735537&from=searchresults
Eliana Ruby Hotel & Travel,4743000,"Mon, Oct 6","Tue, Oct 7",9.6,3,"Hoan Kiem, Hanoi (Old Quarter)",2780,Exceptional,https://www.booking.com/hotel/vn/hanoi-elegance-4.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=24251405_121936669_2_1_0&highlighted_blocks=24251405_121936669_2_1_0&matching_block_id=24251405_121936669_2_1_0&sr_pri_blocks=24251405_121936669_2_1_0__137547000&from=searchresults
Lavender Central Hotel & Spa Hanoi,6764871,"Mon, Oct 6","Tue, Oct 7",9.5,4,"Hoan Kiem, Hanoi (Old Quarter)",3021,Exceptional,https://www.booking.com/hotel/vn/hanoi-boutique-hang-bac.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=53681208_383042806_0_2_0_1139141&highlighted_blocks=53681208_383042806_0_2_0_1139141&matching_block_id=53681208_383042806_0_2_0_1139141&sr_pri_blocks=53681208_383042806_0_2_0_1139141_202946100&from=searchresults
Aira Boutique Hanoi Hotel & Spa,4668191,"Mon, Dec 8","Tue, Dec 9",9.2,4,"Hoan Kiem, Hanoi",2242,Wonderful,https://www.booking.com/hotel/vn/aira-boutique-hanoi-hotel-spa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-12-08&checkout=2025-12-09&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=394548301_123759790_0_42_0_700215&highlighted_blocks=394548301_123759790_0_42_0_700215&matching_block_id=394548301_123759790_0_42_0_700215&sr_pri_blocks=394548301_123759790_0_42_0_700215_266086900&from=searchresults
Hanoi Tirant Hotel,9120000,"Mon, Dec 8","Tue, Dec 9",9.2,5,"Hoan Kiem, Hanoi (Old Quarter)",2365,Wonderful,https://www.booking.com/hotel/vn/hanoi-tirant.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-12-08&checkout=2025-12-09&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=28169601_121937299_2_41_0_1188674&highlighted_blocks=28169601_121937299_2_41_0_1188674&matching_block_id=28169601_121937299_2_41_0_1188674&sr_pri_blocks=28169601_121937299_2_41_0_1188674_246240000&from=searchresults
Omina Hotel & Travel,9500000,"Mon, Oct 13","Tue, Oct 14",9.5,4,"Hoan Kiem, Hanoi (Old Quarter)",999,Exceptional,https://www.booking.com/hotel/vn/omina-hanoi-and-travel.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=1153529515_421999329_2_2_0_767812&highlighted_blocks=1153529515_421999329_2_2_0_767812&matching_block_id=1153529515_421999329_2_2_0_767812&sr_pri_blocks=1153529515_421999329_2_2_0_767812_114000000&from=searchresults
Meritel Hanoi,11250000,"Mon, Dec 1","Tue, Dec 2",9.5,5,"Hoan Kiem, Hanoi (Old Quarter)",2898,Exceptional,https://www.booking.com/hotel/vn/meritel-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-02&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=874620102_381369700_2_2_0_597251&highlighted_blocks=874620102_381369700_2_2_0_597251&matching_block_id=874620102_381369700_2_2_0_597251&sr_pri_blocks=874620102_381369700_2_2_0_597251_405000000&from=searchresults
Hanoi Center Silk Hotel & Travel,8613000,"Mon, Oct 13","Tue, Oct 14",8.9,4,"Hoan Kiem, Hanoi (Old Quarter)",4251,Excellent,https://www.booking.com/hotel/vn/essence-d-orient.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=26547811_295932320_2_42_0_1103823&highlighted_blocks=26547811_295932320_2_42_0_1103823&matching_block_id=26547811_295932320_2_42_0_1103823&sr_pri_blocks=26547811_295932320_2_42_0_1103823_146421000&from=searchresults
Hanoi Calista Hotel & Spa,3571000,"Mon, Oct 20","Tue, Oct 21",9.4,4,"Hoan Kiem, Hanoi (Old Quarter)",2095,Wonderful,https://www.booking.com/hotel/vn/hanoi-calista.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=885580001_417086481_2_1_0_532145&highlighted_blocks=885580001_417086481_2_1_0_532145&matching_block_id=885580001_417086481_2_1_0_532145&sr_pri_blocks=885580001_417086481_2_1_0_532145_164266000&from=searchresults
HOTEL du LAC Hanoi,5780000,"Mon, Dec 8","Tue, Dec 9",9.5,4,"Hoan Kiem, Hanoi (Old Quarter)",2176,Exceptional,https://www.booking.com/hotel/vn/du-lac-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-12-08&checkout=2025-12-09&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=884121505_381747158_2_1_0_831312&highlighted_blocks=884121505_381747158_2_1_0_831312&matching_block_id=884121505_381747158_2_1_0_831312&sr_pri_blocks=884121505_381747158_2_1_0_831312_289000000&from=searchresults
La Mejor Indochine Hotel,4951515,"Mon, Oct 13","Tue, Oct 14",9.4,5,"Hoan Kiem, Hanoi (Old Quarter)",396,Wonderful,https://www.booking.com/hotel/vn/la-mejor-indochine.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484549&all_sr_blocks=1393444001_411273430_2_41_0_881659&highlighted_blocks=1393444001_411273430_2_41_0_881659&matching_block_id=1393444001_411273430_2_41_0_881659&sr_pri_blocks=1393444001_411273430_2_41_0_881659_198060600&from=searchresults
Hanoi Dalvostro Valentino Hotel & Spa,6251400,"Mon, Oct 6","Tue, Oct 7",9.5,4,"Hoan Kiem, Hanoi (Old Quarter)",2355,Exceptional,https://www.booking.com/hotel/vn/dal-vostro-amp-spa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484042&all_sr_blocks=324917513_409506978_2_1_0_295821&highlighted_blocks=324917513_409506978_2_1_0_295821&matching_block_id=324917513_409506978_2_1_0_295821&sr_pri_blocks=324917513_409506978_2_1_0_295821_212547600&from=searchresults
Hanoi La Palm Premier Hotel & Spa,1424708,"Mon, Oct 13","Tue, Oct 14",9.3,4,"Hoan Kiem, Hanoi (Old Quarter)",2089,Wonderful,https://www.booking.com/hotel/vn/golden-sun-suites.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484042&all_sr_blocks=70677502_0_2_1_0&highlighted_blocks=70677502_0_2_1_0&matching_block_id=70677502_0_2_1_0&sr_pri_blocks=70677502_0_2_1_0__142470754&from=searchresults
