Stay,Price (2 adults/night),Check_in,Check_out,Score,Stars,Address,Reviews,Overall,Link
Kim Tho Hotel,"VND 855,564","Mon, Oct 6","Tue, Oct 7",Scored 8.3,3,Can Tho,134 reviews,Very Good,https://www.booking.com/hotel/vn/kim-tho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=77&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=88893007_0_2_1_0&highlighted_blocks=88893007_0_2_1_0&matching_block_id=88893007_0_2_1_0&sr_pri_blocks=88893007_0_2_1_0__85556367&from=searchresults
LION 9 HOTEL,"VND 550,000","Mon, Oct 6","Tue, Oct 7",Scored 8.9,0,Can Tho,199 reviews,Excellent,https://www.booking.com/hotel/vn/lion-9.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=78&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=1098735201_383007903_2_0_0&highlighted_blocks=1098735201_383007903_2_0_0&matching_block_id=1098735201_383007903_2_0_0&sr_pri_blocks=1098735201_383007903_2_0_0__55000000&from=searchresults
K2 Homestay & Coffee,"VND 480,000","Mon, Oct 6","Tue, Oct 7",Scored 8.2,0,Can Tho,86 reviews,Very Good,https://www.booking.com/hotel/vn/k2-homestay-amp-coffee.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=79&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=534607601_199994761_2_0_0&highlighted_blocks=534607601_199994761_2_0_0&matching_block_id=534607601_199994761_2_0_0&sr_pri_blocks=534607601_199994761_2_0_0__40800000&from=searchresults
Thanh Ha Guesthouse,"VND 350,000","Mon, Oct 6","Tue, Oct 7",Scored 9.4,3,Can Tho,596 reviews,Wonderful,https://www.booking.com/hotel/vn/thanh-ha-guesthouse-can-tho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=80&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=126765302_121845208_2_2_0&highlighted_blocks=126765302_121845208_2_2_0&matching_block_id=126765302_121845208_2_2_0&sr_pri_blocks=126765302_121845208_2_2_0__35000000&from=searchresults
Apple Hotel,"VND 550,000","Mon, Oct 13","Tue, Oct 14",Scored 8.2,3,Can Tho,157 reviews,Very Good,https://www.booking.com/hotel/vn/apple-ninh-kieu.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=81&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=695061806_359791414_2_0_0&highlighted_blocks=695061806_359791414_2_0_0&matching_block_id=695061806_359791414_2_0_0&sr_pri_blocks=695061806_359791414_2_0_0__55000000&from=searchresults
Thanh Hằng Homestay,"VND 225,000","Mon, Oct 13","Tue, Oct 14",Scored 8.4,0,Can Tho,456 reviews,Very Good,https://www.booking.com/hotel/vn/motel-thanh-hang.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=82&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=473540104_147644204_2_0_0&highlighted_blocks=473540104_147644204_2_0_0&matching_block_id=473540104_147644204_2_0_0&sr_pri_blocks=473540104_147644204_2_0_0__22500000&from=searchresults
Peony Hotel,"VND 497,869","Mon, Oct 6","Tue, Oct 7",Scored 7.9,3,Can Tho,79 reviews,Good,https://www.booking.com/hotel/vn/peony-can-tho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=83&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=1028605002_0_2_0_0&highlighted_blocks=1028605002_0_2_0_0&matching_block_id=1028605002_0_2_0_0&sr_pri_blocks=1028605002_0_2_0_0__49786889&from=searchresults
"Dorm bed in center with balcony, rooftop and floating market tour by ADORA","VND 358,423","Mon, Oct 6","Tue, Oct 7",Scored 9.7,3,Can Tho,15 reviews,Exceptional,https://www.booking.com/hotel/vn/dorm-bed-in-center-with-balcony-rooftop-and-floating-market-tour.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=84&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=1457216402_417521770_2_0_0&highlighted_blocks=1457216402_417521770_2_0_0&matching_block_id=1457216402_417521770_2_0_0&sr_pri_blocks=1457216402_417521770_2_0_0__22222200&from=searchresults
De Rivé Homestay Cần Thơ,"VND 320,000","Mon, Dec 29","Tue, Dec 30",Scored 9.2,0,Can Tho,214 reviews,Wonderful,https://www.booking.com/hotel/vn/de-rive-homestay-can-tho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-12-29&checkout=2025-12-30&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=85&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=1326290701_414122949_2_0_0&highlighted_blocks=1326290701_414122949_2_0_0&matching_block_id=1326290701_414122949_2_0_0&sr_pri_blocks=1326290701_414122949_2_0_0__32000000&from=searchresults
Vamxang Rustic Home,"VND 1,291,680","Mon, Oct 6","Tue, Oct 7",Scored 9.4,0,Can Tho,"1,184 reviews",Wonderful,https://www.booking.com/hotel/vn/vamxang-rustic-home.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=86&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=918875501_363488864_0_41_0_391869&highlighted_blocks=918875501_363488864_0_41_0_391869&matching_block_id=918875501_363488864_0_41_0_391869&sr_pri_blocks=918875501_363488864_0_41_0_391869_129168000&from=searchresults
Hotel Lâm Nguyễn,"VND 563,000","Mon, Oct 6","Tue, Oct 7",Scored 7.3,0,Can Tho,17 reviews,Good,https://www.booking.com/hotel/vn/lam-nguyen.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=1176961001_390220426_2_0_0&highlighted_blocks=1176961001_390220426_2_0_0&matching_block_id=1176961001_390220426_2_0_0&sr_pri_blocks=1176961001_390220426_2_0_0__50670000&from=searchresults
Sao Mai Hotel Can Tho,"VND 320,737","Mon, Oct 6","Tue, Oct 7",Scored 7.1,3,Can Tho,68 reviews,Good,https://www.booking.com/hotel/vn/sao-mai-can-tho2.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=928039201_0_2_0_0&highlighted_blocks=928039201_0_2_0_0&matching_block_id=928039201_0_2_0_0&sr_pri_blocks=928039201_0_2_0_0__32073738&from=searchresults
09 Homestay,"VND 270,581","Mon, Oct 6","Tue, Oct 7",Scored 8.6,0,Can Tho,236 reviews,Excellent,https://www.booking.com/hotel/vn/09-homestay.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=675524506_0_2_0_0&highlighted_blocks=675524506_0_2_0_0&matching_block_id=675524506_0_2_0_0&sr_pri_blocks=675524506_0_2_0_0__27058092&from=searchresults
Miền Tây Hotel,"VND 350,000","Mon, Oct 6","Tue, Oct 7",Scored 8.7,3,Can Tho,81 reviews,Excellent,https://www.booking.com/hotel/vn/mien-tay-ninh-kia-u.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=1203308806_407177654_2_0_0&highlighted_blocks=1203308806_407177654_2_0_0&matching_block_id=1203308806_407177654_2_0_0&sr_pri_blocks=1203308806_407177654_2_0_0__35000000&from=searchresults
Number One Hotel,"VND 277,777","Mon, Oct 6","Tue, Oct 7",Scored 7.6,0,Can Tho,132 reviews,Good,https://www.booking.com/hotel/vn/khach-san-so-mot-number-one.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=91&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=141024901_335434486_2_0_0&highlighted_blocks=141024901_335434486_2_0_0&matching_block_id=141024901_335434486_2_0_0&sr_pri_blocks=141024901_335434486_2_0_0__27777700&from=searchresults
MIDMOST C22 Apartment,"VND 434,000","Mon, Oct 6","Tue, Oct 7",Scored 9.2,0,Can Tho,121 reviews,Wonderful,https://www.booking.com/hotel/vn/midmost-c22-apartment.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=92&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=874668201_357644229_2_0_0&highlighted_blocks=874668201_357644229_2_0_0&matching_block_id=874668201_357644229_2_0_0&sr_pri_blocks=874668201_357644229_2_0_0__43400000&from=searchresults
Winny Hotel,"VND 213,825","Mon, Oct 6","Tue, Oct 7",Scored 8.0,0,Can Tho,82 reviews,Very Good,https://www.booking.com/hotel/vn/winny.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=93&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=1161263802_0_2_0_0&highlighted_blocks=1161263802_0_2_0_0&matching_block_id=1161263802_0_2_0_0&sr_pri_blocks=1161263802_0_2_0_0__21382492&from=searchresults
Chất Homestay- Ngay Bến Ninh Kiều,"VND 399,713","Mon, Nov 3","Tue, Nov 4",Scored 9.3,5,Can Tho,20 reviews,Wonderful,https://www.booking.com/hotel/vn/chat-homestay-ninh-kieu.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-03&checkout=2025-11-04&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=94&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=1418957404_413568556_0_0_0&highlighted_blocks=1418957404_413568556_0_0_0&matching_block_id=1418957404_413568556_0_0_0&sr_pri_blocks=1418957404_413568556_0_0_0__39971300&from=searchresults
Nam Đô Hotel Cần Thơ Downtown,"VND 350,000","Mon, Oct 6","Tue, Oct 7",Scored 8.2,0,Can Tho,164 reviews,Very Good,https://www.booking.com/hotel/vn/nam-do-2-phuong-tan-an-quan-ninh-kieu-thanh-pho-can-tho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=95&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=1116058703_384497611_2_0_0_173717&highlighted_blocks=1116058703_384497611_2_0_0_173717&matching_block_id=1116058703_384497611_2_0_0_173717&sr_pri_blocks=1116058703_384497611_2_0_0_173717_24500000&from=searchresults
Chill Guesthouse Can Tho,"VND 350,000","Mon, Oct 6","Tue, Oct 7",Scored 9.4,0,Can Tho,600 reviews,Wonderful,https://www.booking.com/hotel/vn/chill-guesthouse-can-tho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=96&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=939813901_366272987_2_0_0&highlighted_blocks=939813901_366272987_2_0_0&matching_block_id=939813901_366272987_2_0_0&sr_pri_blocks=939813901_366272987_2_0_0__35000000&from=searchresults
Magnolia's Can Tho,"VND 564,920","Mon, Oct 13","Tue, Oct 14",Scored 8.4,0,Can Tho,461 reviews,Very Good,https://www.booking.com/hotel/vn/the-mag-ninh-kieu.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=97&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=478668801_0_2_1_0&highlighted_blocks=478668801_0_2_1_0&matching_block_id=478668801_0_2_1_0&sr_pri_blocks=478668801_0_2_1_0__56492016&from=searchresults
MES HOTEL - Ngay Bến Ninh Kiều,"VND 297,000","Mon, Oct 13","Tue, Oct 14",Scored 8.3,0,Can Tho,228 reviews,Very Good,https://www.booking.com/hotel/vn/mes-near-ninh-kieu-wharf-ninh-kieu.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=98&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=843010803_401145526_2_0_0&highlighted_blocks=843010803_401145526_2_0_0&matching_block_id=843010803_401145526_2_0_0&sr_pri_blocks=843010803_401145526_2_0_0__29700000&from=searchresults
CONVOI HOTEL,"VND 450,000","Mon, Nov 24","Tue, Nov 25",Scored 8.6,0,Can Tho,91 reviews,Excellent,https://www.booking.com/hotel/vn/convoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-24&checkout=2025-11-25&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=99&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=652236802_419763154_2_0_0&highlighted_blocks=652236802_419763154_2_0_0&matching_block_id=652236802_419763154_2_0_0&sr_pri_blocks=652236802_419763154_2_0_0__45000000&from=searchresults
Khách Sạn THU NGUYỄN - BẾN NINH KIỀU,"VND 300,000","Mon, Oct 6","Tue, Oct 7",Scored 8.6,2,Can Tho,24 reviews,Excellent,https://www.booking.com/hotel/vn/khach-san-thu-nguyen-ben-ninh-kieu-ninh-kieu.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=100&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480601&all_sr_blocks=1463864301_417692302_2_0_0&highlighted_blocks=1463864301_417692302_2_0_0&matching_block_id=1463864301_417692302_2_0_0&sr_pri_blocks=1463864301_417692302_2_0_0__30000000&from=searchresults
Lavender Hotel,"VND 290,000","Mon, Oct 6","Tue, Oct 7",Scored 8.1,0,Can Tho,104 reviews,Very Good,https://www.booking.com/hotel/vn/lavender-can-tho1.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=101&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480609&all_sr_blocks=434191401_130988599_0_0_0&highlighted_blocks=434191401_130988599_0_0_0&matching_block_id=434191401_130988599_0_0_0&sr_pri_blocks=434191401_130988599_0_0_0__29000000&from=searchresults
Linh Phuong 6 Hotel,"VND 402,308","Mon, Oct 6","Tue, Oct 7",Scored 7.5,3,Can Tho,72 reviews,Good,https://www.booking.com/hotel/vn/linh-phuong-6-can-tho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=102&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480609&all_sr_blocks=845218401_0_2_0_0&highlighted_blocks=845218401_0_2_0_0&matching_block_id=845218401_0_2_0_0&sr_pri_blocks=845218401_0_2_0_0__40230763&from=searchresults
Trung Đông Hotel,"VND 902,000","Mon, Oct 6","Tue, Oct 7",Scored 9.1,3,Can Tho,28 reviews,Wonderful,https://www.booking.com/hotel/vn/trung-dong.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=103&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480609&all_sr_blocks=1362977702_413021935_2_0_0&highlighted_blocks=1362977702_413021935_2_0_0&matching_block_id=1362977702_413021935_2_0_0&sr_pri_blocks=1362977702_413021935_2_0_0__54120000&from=searchresults
KHÁCH SẠN 101 CẦN THƠ,"VND 500,000","Mon, Oct 6","Tue, Oct 7",Scored 8.6,2,Can Tho,334 reviews,Excellent,https://www.booking.com/hotel/vn/khach-san-101-can-tho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=104&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480609&all_sr_blocks=1088757101_413114256_2_0_0&highlighted_blocks=1088757101_413114256_2_0_0&matching_block_id=1088757101_413114256_2_0_0&sr_pri_blocks=1088757101_413114256_2_0_0__45000000&from=searchresults
MILAND HOTEL,"VND 250,000","Mon, Oct 6","Tue, Oct 7",Scored 6.5,0,Can Tho,67 reviews,Review score,https://www.booking.com/hotel/vn/miland.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3709910&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=105&sr_order=popularity&srpvid=4bff3c86c15b0305&srepoch=1759480609&all_sr_blocks=945284401_367018025_2_0_0&highlighted_blocks=945284401_367018025_2_0_0&matching_block_id=945284401_367018025_2_0_0&sr_pri_blocks=945284401_367018025_2_0_0__25000000&from=searchresults
