Stay,Price (2 adults/night),Check_in,Check_out,Score,Stars,Address,Reviews,Overall,Link
Eli Rina Hotel,"VND 1,531,356","Mon, Nov 3","Tue, Nov 4",Scored 9.3,4,"Dong Da, Hanoi",423 reviews,Wonderful,https://www.booking.com/hotel/vn/eli-rina.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-03&checkout=2025-11-04&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=125&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=1182324401_0_2_0_0&highlighted_blocks=1182324401_0_2_0_0&matching_block_id=1182324401_0_2_0_0&sr_pri_blocks=1182324401_0_2_0_0__153135602&from=searchresults
Imperial Hotel & Spa,"VND 1,764,188","Mon, Oct 27","Tue, Oct 28",Scored 9.1,4,"Hoan Kiem, Hanoi (Old Quarter)",580 reviews,Wonderful,https://www.booking.com/hotel/vn/hanoi-imperial.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=126&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=23814703_0_2_0_0&highlighted_blocks=23814703_0_2_0_0&matching_block_id=23814703_0_2_0_0&sr_pri_blocks=23814703_0_2_0_0__176418760&from=searchresults
Hanoi Diamond King Hotel & Travel,"VND 817,550","Mon, Oct 20","Tue, Oct 21",Scored 9.0,3,"Hoan Kiem, Hanoi (Old Quarter)",269 reviews,Wonderful,https://www.booking.com/hotel/vn/tu-linh-palace-2.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=127&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=45103207_0_2_0_0&highlighted_blocks=45103207_0_2_0_0&matching_block_id=45103207_0_2_0_0&sr_pri_blocks=45103207_0_2_0_0__81755035&from=searchresults
Casa Valentina Hanoi Hotel,"VND 4,050,000","Mon, Nov 3","Tue, Nov 4",Scored 9.5,4,"Hoan Kiem, Hanoi (Old Quarter)",691 reviews,Exceptional,https://www.booking.com/hotel/vn/casa-valentino-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-03&checkout=2025-11-04&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=128&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=1179601001_415335988_0_1_0_332224&highlighted_blocks=1179601001_415335988_0_1_0_332224&matching_block_id=1179601001_415335988_0_1_0_332224&sr_pri_blocks=1179601001_415335988_0_1_0_332224_145800000&from=searchresults
San Premium Hotel,"VND 4,230,000","Mon, Nov 3","Tue, Nov 4",Scored 9.2,4,"Hoan Kiem, Hanoi (Old Quarter)",390 reviews,Wonderful,https://www.booking.com/hotel/vn/golden-cyclo.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-03&checkout=2025-11-04&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=129&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=62299406_415399711_0_1_0_1119836&highlighted_blocks=62299406_415399711_0_1_0_1119836&matching_block_id=62299406_415399711_0_1_0_1119836&sr_pri_blocks=62299406_415399711_0_1_0_1119836_152280000&from=searchresults
Dream Central Hotel & Spa - Hanoi Old Quarter,"VND 835,765","Mon, Oct 6","Tue, Oct 7",Scored 8.3,3,"Hoan Kiem, Hanoi (Old Quarter)",559 reviews,Very Good,https://www.booking.com/hotel/vn/new-vision-palace.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=130&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=212836802_0_2_1_0&highlighted_blocks=212836802_0_2_1_0&matching_block_id=212836802_0_2_1_0&sr_pri_blocks=212836802_0_2_1_0__83576507&from=searchresults
Aurora Central Hanoi Hotel,"VND 1,761,020","Mon, Oct 20","Tue, Oct 21",Scored 9.5,4,"Hoan Kiem, Hanoi (Old Quarter)",317 reviews,Exceptional,https://www.booking.com/hotel/vn/aurora-central-hanoi-hoan-kiem.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=131&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=1324994601_0_2_1_0&highlighted_blocks=1324994601_0_2_1_0&matching_block_id=1324994601_0_2_1_0&sr_pri_blocks=1324994601_0_2_1_0__176101982&from=searchresults
Hanoi Starlight Boutique Hotel,"VND 804,879","Mon, Oct 13","Tue, Oct 14",Scored 8.3,3,"Hoan Kiem, Hanoi (Old Quarter)",352 reviews,Very Good,https://www.booking.com/hotel/vn/hanoi-blue-sky-2.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=132&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=63743402_0_2_1_0&highlighted_blocks=63743402_0_2_1_0&matching_block_id=63743402_0_2_1_0&sr_pri_blocks=63743402_0_2_1_0__80487924&from=searchresults
Hanoi La Selva Central Hotel & Spa,"VND 2,716,875","Mon, Oct 13","Tue, Oct 14",Scored 9.1,3,"Hoan Kiem, Hanoi (Old Quarter)",700 reviews,Wonderful,https://www.booking.com/hotel/vn/hanoi-la-selva-central.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=133&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=467491302_384346787_0_1_0_771740&highlighted_blocks=467491302_384346787_0_1_0_771740&matching_block_id=467491302_384346787_0_1_0_771740&sr_pri_blocks=467491302_384346787_0_1_0_771740_163012500&from=searchresults
Mercury Central Hotel Hanoi,"VND 4,048,097","Mon, Oct 27","Tue, Oct 28",Scored 9.1,3,"Hoan Kiem, Hanoi (Old Quarter)",434 reviews,Wonderful,https://www.booking.com/hotel/vn/meracus-2.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=134&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=48210404_262092911_0_2_0&highlighted_blocks=48210404_262092911_0_2_0&matching_block_id=48210404_262092911_0_2_0&sr_pri_blocks=48210404_262092911_0_2_0__121442900&from=searchresults
Le Chanvre Hanoi Hotel & Spa,"VND 6,415,200","Mon, Oct 13","Tue, Oct 14",Scored 9.3,5,"Hoan Kiem, Hanoi (Old Quarter)",621 reviews,Wonderful,https://www.booking.com/hotel/vn/le-chanvre-hanoi-amp-spa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=135&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=1051338518_377363271_0_1_0_1125697&highlighted_blocks=1051338518_377363271_0_1_0_1125697&matching_block_id=1051338518_377363271_0_1_0_1125697&sr_pri_blocks=1051338518_377363271_0_1_0_1125697_256608000&from=searchresults
Bella Rosa Hotel & Travel,"VND 2,241,120","Mon, Dec 15","Tue, Dec 16",Scored 9.0,4,"Hoan Kiem, Hanoi (Old Quarter)","1,604 reviews",Wonderful,https://www.booking.com/hotel/vn/bella-rosa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-16&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=136&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=176472202_404798225_2_1_0_528258&highlighted_blocks=176472202_404798225_2_1_0_528258&matching_block_id=176472202_404798225_2_1_0_528258&sr_pri_blocks=176472202_404798225_2_1_0_528258_138949400&from=searchresults
La Palm Boutique Hotel,"VND 1,005,505","Mon, Oct 13","Tue, Oct 14",Scored 9.3,3,"Hoan Kiem, Hanoi (Old Quarter)",409 reviews,Wonderful,https://www.booking.com/hotel/vn/la-palm-boutique.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=137&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=0_0_2_1_0&highlighted_blocks=0_0_2_1_0&matching_block_id=0_0_2_1_0&sr_pri_blocks=0_0_2_1_0__100550510&from=searchresults
La Mejor Hotel & Sky Bar,"VND 1,448,202","Mon, Oct 6","Tue, Oct 7",Scored 9.2,4,"Hoan Kiem, Hanoi (Old Quarter)","1,010 reviews",Wonderful,https://www.booking.com/hotel/vn/essence-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=138&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=33351407_0_2_1_0&highlighted_blocks=33351407_0_2_1_0&matching_block_id=33351407_0_2_1_0&sr_pri_blocks=33351407_0_2_1_0__144820188&from=searchresults
Acoustic Hotel & Spa,"VND 8,835,750","Mon, Oct 13","Tue, Oct 14",Scored 9.4,4,"Hoan Kiem, Hanoi","3,419 reviews",Wonderful,https://www.booking.com/hotel/vn/acoustic-amp-spa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=139&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=443894604_278240236_2_41_0_1075438&highlighted_blocks=443894604_278240236_2_41_0_1075438&matching_block_id=443894604_278240236_2_41_0_1075438&sr_pri_blocks=443894604_278240236_2_41_0_1075438_220893800&from=searchresults
Viet Hotel & Travel,"VND 9,000,000","Mon, Oct 6","Tue, Oct 7",Scored 9.3,4,"Hoan Kiem, Hanoi (Old Quarter)",259 reviews,Wonderful,https://www.booking.com/hotel/vn/viet-amp-spa-hoan-kiem.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=140&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=1292178401_402168343_0_1_0_1209265&highlighted_blocks=1292178401_402168343_0_1_0_1209265&matching_block_id=1292178401_402168343_0_1_0_1209265&sr_pri_blocks=1292178401_402168343_0_1_0_1209265_126000000&from=searchresults
Hanoi Hotel Royal,"VND 3,200,000","Mon, Oct 6","Tue, Oct 7",Scored 9.1,3,"Hoan Kiem, Hanoi (Old Quarter)","1,007 reviews",Wonderful,https://www.booking.com/hotel/vn/hanoi-guest-house-royal.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=141&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=127624523_392497971_2_1_0&highlighted_blocks=127624523_392497971_2_1_0&matching_block_id=127624523_392497971_2_1_0&sr_pri_blocks=127624523_392497971_2_1_0__140800000&from=searchresults
Alisa Hotel & Spa,"VND 938,718","Mon, Oct 27","Tue, Oct 28",Scored 8.1,4,"Hoan Kiem, Hanoi (Old Quarter)",974 reviews,Very Good,https://www.booking.com/hotel/vn/alisa-amp-spa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=142&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=403543509_0_2_0_0&highlighted_blocks=403543509_0_2_0_0&matching_block_id=403543509_0_2_0_0&sr_pri_blocks=403543509_0_2_0_0__93871781&from=searchresults
Hanoi Center Silk Lullaby Hotel and Travel,"VND 3,913,859","Mon, Oct 20","Tue, Oct 21",Scored 9.1,3,"Hoan Kiem, Hanoi (Old Quarter)","1,330 reviews",Wonderful,https://www.booking.com/hotel/vn/lullaby.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=143&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=530448412_265527844_0_42_0&highlighted_blocks=530448412_265527844_0_42_0&matching_block_id=530448412_265527844_0_42_0&sr_pri_blocks=530448412_265527844_0_42_0__109588100&from=searchresults
Minasi Grand Hotel,"VND 1,844,702","Mon, Oct 6","Tue, Oct 7",Scored 9.8,4,"Hai Ba Trung, Hanoi",80 reviews,Exceptional,https://www.booking.com/hotel/vn/minasi-grand.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=144&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=1454268806_0_2_1_0&highlighted_blocks=1454268806_0_2_1_0&matching_block_id=1454268806_0_2_1_0&sr_pri_blocks=1454268806_0_2_1_0__184470192&from=searchresults
"AMAYA HOME - Lodge, Spa & Restaurant","VND 1,880,000","Mon, Oct 6","Tue, Oct 7",Scored 9.1,0,Hanoi,248 reviews,Wonderful,https://www.booking.com/hotel/vn/amaya-lodge-spa-amp-restaurant.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=145&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=765646803_422091577_0_41_0&highlighted_blocks=765646803_422091577_0_41_0&matching_block_id=765646803_422091577_0_41_0&sr_pri_blocks=765646803_422091577_0_41_0__188000000&from=searchresults
Hanoi Media Hotel & Spa,"VND 1,360,296","Mon, Oct 13","Tue, Oct 14",Scored 9.1,4,"Hoan Kiem, Hanoi (Old Quarter)","1,940 reviews",Wonderful,https://www.booking.com/hotel/vn/meracus.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=146&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=0_0_2_1_0&highlighted_blocks=0_0_2_1_0&matching_block_id=0_0_2_1_0&sr_pri_blocks=0_0_2_1_0__136029608&from=searchresults
The Flower Boutique Hotel & Travel,"VND 5,100,000","Mon, Oct 20","Tue, Oct 21",Scored 8.9,4,"Ba Dinh, Hanoi","1,700 reviews",Excellent,https://www.booking.com/hotel/vn/flower-boutique.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=147&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=932748502_415928240_2_2_0_435822&highlighted_blocks=932748502_415928240_2_2_0_435822&matching_block_id=932748502_415928240_2_2_0_435822&sr_pri_blocks=932748502_415928240_2_2_0_435822_76500000&from=searchresults
Sunline Central Hotel,"VND 7,527,457","Mon, Nov 3","Tue, Nov 4",Scored 9.4,4,"Hoan Kiem, Hanoi (Old Quarter)","1,037 reviews",Wonderful,https://www.booking.com/hotel/vn/sunline.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-03&checkout=2025-11-04&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=148&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=129251102_123746138_2_1_0_1139139&highlighted_blocks=129251102_123746138_2_1_0_1139139&matching_block_id=129251102_123746138_2_1_0_1139139&sr_pri_blocks=129251102_123746138_2_1_0_1139139_225823700&from=searchresults
Hanoi Center Silk Premium Hotel & Spa & Travel,"VND 6,300,000","Mon, Oct 6","Tue, Oct 7",Scored 9.3,4,"Hoan Kiem, Hanoi (Old Quarter)","1,717 reviews",Wonderful,https://www.booking.com/hotel/vn/the-noble-swan-amp-spa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=149&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484066&all_sr_blocks=276846911_265090028_2_2_0&highlighted_blocks=276846911_265090028_2_2_0&matching_block_id=276846911_265090028_2_2_0&sr_pri_blocks=276846911_265090028_2_2_0__170100000&from=searchresults
Hanoi Harmonia Hotel & Spa,"VND 1,223,290","Mon, Oct 13","Tue, Oct 14",Scored 8.7,4,"Hoan Kiem, Hanoi (Old Quarter)",467 reviews,Excellent,https://www.booking.com/hotel/vn/ken-by-connek.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-13&checkout=2025-10-14&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=150&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484075&all_sr_blocks=719560016_0_2_1_0&highlighted_blocks=719560016_0_2_1_0&matching_block_id=719560016_0_2_1_0&sr_pri_blocks=719560016_0_2_1_0__122328974&from=searchresults
GRAND CITITEL Hanoi Hotel & Spa,"VND 1,244,408","Mon, Oct 6","Tue, Oct 7",Scored 8.9,4,"Hoan Kiem, Hanoi (Old Quarter)",366 reviews,Excellent,https://www.booking.com/hotel/vn/grand-cititel-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=151&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484075&all_sr_blocks=336361819_0_2_1_0&highlighted_blocks=336361819_0_2_1_0&matching_block_id=336361819_0_2_1_0&sr_pri_blocks=336361819_0_2_1_0__124440825&from=searchresults
BIG Apartment Ha Noi,"VND 1,900,000","Mon, Oct 6","Tue, Oct 7",Scored 8.3,4,"Cau Giay, Hanoi",150 reviews,Very Good,https://www.booking.com/hotel/vn/alaya-6-apartment.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=152&sr_order=popularity&srpvid=de0b4341409d0395&srepoch=1759484075&all_sr_blocks=435292701_416021143_0_40_0_563961&highlighted_blocks=435292701_416021143_0_40_0_563961&matching_block_id=435292701_416021143_0_40_0_563961&sr_pri_blocks=435292701_416021143_0_40_0_563961_64600000&from=searchresults
